pk_1,pk_2,pk_3,pk_4,pk_5,data_1,data_2
215,972,22,16139,100017468,1,1579.05
215,983,22,16139,100017468,3,4737.15
215,1002,22,16139,100017468,3,4737.15
215,1003,22,16139,100017468,3,4737.15
223,1639,22,16139,100017468,3,772189
233,1567,22,16139,100017468,17,262162.19
236,1011,22,16139,100017468,4,9787.72
236,1012,22,16139,100017468,3,7411.9
236,1015,22,16139,100017468,1,2378.78
236,1016,22,16139,100017468,2,4734.55
236,1026,22,16139,100017468,8,19664.78
236,1028,22,16139,100017468,8,19651.7
236,1039,22,16139,100017468,3,7452.03
236,1040,22,16139,100017468,4,9647.86
236,1058,22,16139,100017468,58,144072.48
236,1119,22,16139,100017468,2,4693.37
236,1121,22,16139,100017468,4,9801.26
236,1122,22,16139,100017468,2,4968.01
236,1381,22,16139,100017468,3,7052.35
236,1383,22,16139,100017468,8,18923.4
236,1384,22,16139,100017468,5,11891.37
236,1385,22,16139,100017468,2,4758.86
236,1386,22,16139,100017468,18,44110.3
238,993,22,16139,100017468,3,6582
240,1036,22,16139,100017468,8,20685.88
244,10071,22,16139,100017468,6,10410.75
244,10081,22,16139,100017468,3,5180.36
223,1421,22,16139,100017468,2,495043
235,1026,22,16139,100017468,48,706468.41
196,10299,22,16139,100017468,1,6899.25
196,10322,22,16139,100017468,2,13798.49
233,1472,22,16139,100017468,2,30986.35
175,1069,22,16139,100017468,11,20123.51
236,1582,22,16139,100017468,3,7118.14
236,1583,22,16139,100017468,5,12335.8
233,1524,22,16139,100017468,6,94969.08
215,983,22,11007,100017484,102,8093.67
215,1002,22,11007,100017484,12,949.99
215,1003,22,11007,100017484,80,6240.96
223,1578,22,11007,100017484,10,81977
223,1639,22,11007,100017484,102,839358
244,10071,22,11007,100017484,372,27561.84
244,10081,22,11007,100017484,170,12191.03
244,10082,22,11007,100017484,40,2855.4
223,1421,22,11007,100017484,8,65832
236,1011,22,15685,100073341,13,483.63
236,1012,22,15685,100073341,9,329.53
236,1015,22,15685,100073341,3,112.69
236,1016,22,15685,100073341,13,484.44
236,1026,22,15685,100073341,15,560.17
236,1028,22,15685,100073341,10,375.83
236,1058,22,15685,100073341,72,2680.53
236,1381,22,15685,100073341,5,187.72
236,1383,22,15685,100073341,12,442.22
236,1386,22,15685,100073341,12,450.9
196,10298,22,15685,100073341,36,5180.63
196,10299,22,15685,100073341,13,1869.78
196,10300,22,15685,100073341,16,2301.11
196,10319,22,15685,100073341,5,717.79
196,10322,22,15685,100073341,19,2732.29
196,10334,22,15685,100073341,8,1150.33
236,1582,22,15685,100073341,4,138.42
236,1583,22,15685,100073341,9,337.98
236,1011,22,12284,100073546,12,103.24
236,1012,22,12284,100073546,5,42.87
236,1015,22,12284,100073546,18,155.2
236,1016,22,12284,100073546,15,129.42
236,1026,22,12284,100073546,9,77.43
236,1028,22,12284,100073546,39,337.37
236,1039,22,12284,100073546,12,104.06
236,1040,22,12284,100073546,12,104.1
236,1043,22,12284,100073546,6,51.81
236,1058,22,12284,100073546,780,6686.15
236,1381,22,12284,100073546,7,61.07
236,1383,22,12284,100073546,13,113.43
236,1386,22,12284,100073546,47,406.15
244,10071,22,12284,100073546,70,449.75
244,10081,22,12284,100073546,42,265.79
196,10298,22,12284,100073546,12,266.24
196,10299,22,12284,100073546,9,199.67
196,10300,22,12284,100073546,8,177.48
196,10319,22,12284,100073546,9,199.66
196,10322,22,12284,100073546,12,266.22
236,1582,22,12284,100073546,15,130.83
236,1011,23,12212,100073554,19,111.06
236,1012,23,12212,100073554,25,146.15
236,1015,23,12212,100073554,10,58.46
236,1016,23,12212,100073554,11,64.29
236,1026,23,12212,100073554,14,81.85
236,1028,23,12212,100073554,33,193.14
236,1039,23,12212,100073554,8,46.76
236,1040,23,12212,100073554,10,58.49
236,1043,23,12212,100073554,8,46.72
236,1058,23,12212,100073554,3036,17757.38
236,1119,23,12212,100073554,9,53.14
236,1120,23,12212,100073554,8,47.07
236,1121,23,12212,100073554,4,23.37
236,1122,23,12212,100073554,11,64.34
236,1381,23,12212,100073554,28,163.73
236,1383,23,12212,100073554,17,99.37
236,1386,23,12212,100073554,3,17.52
236,1582,23,12212,100073554,12,70.14
236,1583,23,12212,100073554,12,70.18
236,1769,23,12203,100073600,198,6765.66
244,10071,23,12203,100073600,57,1415
244,10081,23,12203,100073600,12,297.39
235,1026,23,12203,100073600,49,9755.71
196,10298,23,12203,100073600,1488,155842.54
196,10299,23,12203,100073600,17,1795.36
196,10300,23,12203,100073600,36,3792.25
196,10301,23,12203,100073600,9,953.87
196,10310,23,12203,100073600,4,361.98
196,10319,23,12203,100073600,10,1053.35
196,10322,23,12203,100073600,48,5043.53
196,10308,23,12203,100073600,7,737.13
196,10334,23,12203,100073600,16,1689.43
196,10335,23,12203,100073600,6,539.2
236,1775,23,12203,100073600,540,18568.21
215,972,22,11010,100074186,-1,-166.62
215,983,22,11010,100074186,18,2997.19
215,1002,22,11010,100074186,19,3120.22
215,1003,22,11010,100074186,48,7988.05
223,1578,22,11010,100074186,14,255496
223,1639,22,11010,100074186,42,763587
236,1011,22,11010,100074186,8,1775.07
236,1012,22,11010,100074186,8,1781.93
236,1015,22,11010,100074186,1,220.87
236,1016,22,11010,100074186,1,221.18
236,1026,22,11010,100074186,9,1990.43
236,1028,22,11010,100074186,15,3315.47
236,1058,22,11010,100074186,12,2654.55
236,1119,22,11010,100074186,4,883.77
236,1120,22,11010,100074186,3,662.83
236,1121,22,11010,100074186,4,883.41
236,1381,22,11010,100074186,5,1105.92
236,1383,22,11010,100074186,4,882.42
236,1385,22,11010,100074186,2,441.81
236,1386,22,11010,100074186,11,2431.78
236,1769,22,11010,100074186,342,89589.14
244,10071,22,11010,100074186,251,44027.87
244,10081,22,11010,100074186,205,39233.86
244,10082,22,11010,100074186,59,10721.17
223,1421,22,11010,100074186,5,90872
196,10298,22,11010,100074186,96,63311.25
196,10299,22,11010,100074186,8,5371.88
196,10300,22,11010,100074186,6,3873.33
196,10322,22,11010,100074186,23,15350.53
196,10308,22,11010,100074186,3,1931.77
196,10334,22,11010,100074186,6,3842.44
175,1069,22,11010,100074186,15,2635.55
236,1582,22,11010,100074186,7,1544.48
236,1583,22,11010,100074186,12,2654.46
236,1584,22,11010,100074186,1,221.06
240,1036,22,11010,100074224,7,89.84
240,1068,22,11010,100074224,4,51.54
236,1011,22,11010,100074232,29,330.18
236,1012,22,11010,100074232,14,159.71
236,1015,22,11010,100074232,12,136.75
236,1016,22,11010,100074232,24,274.67
236,1026,22,11010,100074232,83,947.1
236,1028,22,11010,100074232,37,421.95
236,1039,22,11010,100074232,12,137.08
236,1040,22,11010,100074232,12,137.35
236,1043,22,11010,100074232,12,137.09
236,1044,22,11010,100074232,4,45.78
236,1058,22,11010,100074232,7266,82688.34
236,1119,22,11010,100074232,8,91.57
236,1120,22,11010,100074232,27,308.23
236,1121,22,11010,100074232,12,135.43
236,1122,22,11010,100074232,11,125.18
236,1381,22,11010,100074232,15,170.86
236,1383,22,11010,100074232,14,159.46
236,1384,22,11010,100074232,14,159.53
236,1385,22,11010,100074232,24,274.61
236,1386,22,11010,100074232,17,193.69
236,1769,22,11010,100074232,1486,17496.34
244,10071,22,11010,100074232,205,1757.92
244,10081,22,11010,100074232,399,3401.48
244,10082,22,11010,100074232,259,2232.15
196,10298,22,11010,100074232,13810,528376.35
196,10299,22,11010,100074232,398,15229.36
196,10300,22,11010,100074232,52,1989.64
196,10301,22,11010,100074232,41,1568.67
196,10310,22,11010,100074232,29,1109.67
196,10319,22,11010,100074232,41,1568.82
196,10320,22,11010,100074232,12,459.18
196,10322,22,11010,100074232,306,11708.86
196,10349,22,11010,100074232,12,459.12
196,10350,22,11010,100074232,45,1721.78
196,10308,22,11010,100074232,58,2219.21
196,10334,22,11010,100074232,76,2908.09
196,10335,22,11010,100074232,15,573.96
236,1582,22,11010,100074232,12,137.35
236,1583,22,11010,100074232,76,866.58
236,1584,22,11010,100074232,44,503.21
236,1559,22,11010,100074232,15,170.27
215,1003,15,11072,101000867,-2,-58.48
196,10299,15,11072,101000867,2,262.19
196,10322,15,11072,101000867,10,1275.75
175,1871,15,11072,101000867,3,101.02
182,1069,15,11072,101000867,6,142.11
215,972,15,11072,101000883,6,238.2
215,1002,15,11072,101000883,10,394.7
215,1003,15,11072,101000883,4,158.13
223,1419,15,11072,101000883,2,8625
223,1578,15,11072,101000883,4,17250
236,986,15,11072,101000883,9,567.11
236,1055,15,11072,101000883,3,208.97
238,993,15,11072,101000883,12,751.13
240,1045,15,11072,101000883,3,151.48
244,10081,15,11072,101000883,2,89.05
223,1421,15,11072,101000883,1,4312
196,10298,15,11072,101000883,6,1110.33
196,10299,15,11072,101000883,8,1480.44
196,10300,15,11072,101000883,3,555.16
196,10310,15,11072,101000883,3,555.17
196,10322,15,11072,101000883,6,1110.33
196,10350,15,11072,101000883,3,555.17
196,10334,15,11072,101000883,9,1665.49
196,10297,15,11072,101000883,8,1480.43
175,1069,15,11072,101000883,3,141.17
182,1069,15,11072,101000883,4,127.68
223,1519,15,11072,101000883,1,4383
223,1499,15,11072,101000883,9,39444
196,10322,27,13728,101002689,-2,-314.5
215,1169,84,11019,101003465,2,598
247,1156,84,11019,101003481,1,185.13
236,1028,34,11045,101003507,2,29.75
236,1121,34,11045,101003507,19,282.62
236,1386,34,11045,101003507,1,14.87
196,10298,34,11045,101003507,650,38181.93
196,10299,34,11045,101003507,58,3242.2
196,10320,34,11045,101003507,6,335.4
196,10322,34,11045,101003507,92,5142.8
196,10350,34,11045,101003507,33,1844.7
196,10308,34,11045,101003507,15,838.5
196,10334,34,11045,101003507,42,2347.8
196,10335,34,11045,101003507,61,3547.45
236,1584,34,11045,101003507,63,917.11
247,1156,84,11019,101003539,1,318.5
196,10322,19,11253,101005559,3,146.55
182,1069,19,11253,101005559,6,75.72
233,1501,19,11253,101005585,9,985.34
235,1055,19,11253,101005585,30,3179.28
235,1171,19,11253,101005585,4,424.04
235,1175,19,11253,101005585,9,954.92
235,1356,19,11253,101005585,2,213.01
196,10299,19,11253,101005585,3,146.56
196,10322,19,11253,101005585,4,195.42
182,1069,19,11253,101005585,7,88.78
182,1869,19,11253,101005585,3,38.19
196,10299,19,11253,101005627,7,341.97
196,10322,19,11253,101005627,5,244.27
182,1069,19,11253,101005627,6,78.35
182,1869,19,11253,101005627,3,40.18
233,1501,19,11253,101005635,9,972.72
233,1567,19,11253,101005635,10,1070.27
235,1055,19,11253,101005635,90,9349.78
235,1171,19,11253,101005635,3,314.81
235,1175,19,11253,101005635,12,1270.23
235,1356,19,11253,101005635,5,532.53
196,10299,19,11253,101005635,4,195.92
196,10322,19,11253,101005635,2,97.71
