pk_1,pk_2,pk_3,pk_4,pk_5,level_5,Data_source1_mismatch,Data_source_2_mismatch
215,983,22,11010,100074186,data_1,24.0,18.0
215,983,22,11010,103123382,data_1,228.0,216.0
215,983,22,11010,120860773,data_1,108.0,102.0
215,983,22,16140,101058840,data_1,60.0,36.0
215,985,15,11072,114110940,data_1,303.0,300.0
215,985,17,11064,114048218,data_1,150.0,117.0
215,985,17,11064,120042229,data_1,46.0,40.0
215,985,17,11064,120808283,data_1,90.0,69.0
215,985,17,11064,120808291,data_1,75.0,63.0
215,985,17,11064,122661247,data_1,7.0,1.0
215,985,17,11064,122756319,data_1,6.0,3.0
215,985,18,11740,119446449,data_1,642.0,399.0
215,985,19,11253,101010411,data_1,31.0,25.0
215,985,19,11253,101010510,data_1,15.0,9.0
215,985,24,11137,103888133,data_1,29.0,26.0
215,985,24,11137,108207193,data_1,6.0,3.0
215,985,24,11137,108207223,data_1,3.0,1.0
215,985,30,13731,109826318,data_1,36.0,33.0
215,985,30,13731,122068473,data_1,51.0,48.0
215,985,30,13731,122069410,data_1,1641.0,1626.0
215,985,30,13731,122756939,data_1,15.0,9.0
215,985,30,13731,122756973,data_1,30.0,24.0
215,985,38,11349,120105028,data_1,24.0,12.0
215,985,44,11986,121662329,data_1,9.0,8.0
215,1002,17,11064,111721140,data_1,12.0,11.0
215,1002,17,11064,120042229,data_1,31.0,27.0
215,1002,17,11064,122131108,data_1,3.0,2.0
215,1002,18,11740,119446394,data_1,13.0,11.0
215,1002,18,11740,119446449,data_1,426.0,391.0
215,1002,18,11740,121425094,data_1,16.0,15.0
215,1002,19,11253,101010411,data_1,68.0,67.0
215,1002,19,11253,101282911,data_1,8.0,6.0
215,1002,19,11253,109580297,data_1,21.0,20.0
215,1002,19,11253,114173306,data_1,19.0,14.0
215,1002,19,13732,119672696,data_1,17.0,16.0
215,1002,21,12151,111199878,data_1,74.0,73.0
215,1002,21,14567,120603159,data_1,108.0,107.0
215,1002,22,11002,106148025,data_1,6.0,5.0
215,1002,22,11007,100012839,data_1,33.0,32.0
215,1002,22,11010,120860773,data_1,2.0,1.0
215,1002,22,11051,113140029,data_1,4.0,3.0
215,1002,24,11137,108207223,data_1,2.0,1.0
215,1002,30,13731,122068473,data_1,8.0,6.0
215,1002,30,13731,122069380,data_1,39.0,37.0
215,1002,30,13731,122069410,data_1,47.0,46.0
215,1002,30,13731,122734209,data_1,5.0,3.0
215,1002,30,13731,122996133,data_1,10.0,9.0
215,1002,32,11688,109589545,data_1,3.0,-1.0
215,1002,32,13291,108602114,data_1,71.0,68.0
215,1003,18,11740,119446449,data_1,116.0,177.0
215,1003,19,11253,116520666,data_1,1.0,4.0
215,1003,22,11002,106148025,data_1,138.0,143.0
215,1003,22,11007,100012839,data_1,85.0,81.0
215,1003,22,11010,103123382,data_1,121.0,144.0
215,1003,22,11051,105000318,data_1,85.0,84.0
215,1003,22,11051,113140029,data_1,60.0,66.0
215,1003,22,12283,105076365,data_1,15.0,14.0
215,1003,34,12238,102524235,data_1,486.0,464.0
215,1003,34,12238,102699795,data_1,533.0,525.0
215,1003,34,12238,102766824,data_1,193.0,189.0
215,1003,34,12238,103479109,data_1,1766.0,1740.0
215,1003,34,12238,105000156,data_1,359.0,358.0
215,1003,34,12238,105010895,data_1,813.0,784.0
215,1003,34,12238,105102544,data_1,3791.0,3690.0
215,1003,34,12238,112846549,data_1,399.0,394.0
215,1003,34,12238,112846613,data_1,156.0,152.0
215,1003,34,12242,103027561,data_1,225.0,223.0
215,1003,34,12245,108974712,data_1,396.0,379.0
215,1003,34,12948,116283397,data_1,952.0,942.0
215,1003,34,12960,122666133,data_1,22.0,112.0
215,1003,38,11483,114384498,data_1,16.0,14.0
215,1003,38,15743,106662719,data_1,507.0,504.0
215,1003,38,15743,106662737,data_1,353.0,344.0
215,1003,38,15743,106662752,data_1,590.0,572.0
215,1003,38,15743,114384560,data_1,133.0,132.0
215,1003,38,15743,114384595,data_1,28.0,26.0
215,1003,38,15743,114384599,data_1,92.0,87.0
215,1003,38,15743,114385648,data_1,46.0,44.0
215,1003,38,15843,104453793,data_1,36.0,29.0
215,1003,38,15843,104453807,data_1,90.0,87.0
215,1003,40,11108,110522389,data_1,5.0,8.0
215,1003,40,11108,118071222,data_1,12.0,15.0
215,1035,38,15743,121079994,data_1,88.0,87.0
215,1069,83,11019,111436109,data_1,3.0,2.0
223,1046,21,12151,121904039,data_1,5.0,6.0
223,1419,16,11134,101099669,data_1,47.0,41.0
223,1419,16,11134,101099687,data_1,44.0,37.0
223,1419,16,11134,104149997,data_1,3.0,2.0
223,1419,17,11064,101129666,data_1,10.0,8.0
223,1419,17,11064,109398898,data_1,6.0,5.0
223,1419,17,11064,114048218,data_1,11.0,10.0
223,1419,17,11064,115459580,data_1,10.0,8.0
223,1419,17,11064,120808283,data_1,14.0,13.0
223,1419,17,11064,120808291,data_1,16.0,14.0
223,1419,17,11064,122130845,data_1,10.0,9.0
223,1419,17,11064,122892168,data_1,6.0,5.0
223,1419,18,11740,119446424,data_1,10.0,9.0
223,1419,18,11740,119446449,data_1,26.0,22.0
223,1419,19,11253,101010411,data_1,26.0,25.0
223,1419,19,11253,101282911,data_1,13.0,10.0
223,1419,19,11253,109452183,data_1,10.0,9.0
223,1419,19,11253,109861547,data_1,3.0,2.0
223,1419,30,13731,109286356,data_1,2.0,1.0
223,1419,30,13731,109288731,data_1,4.0,3.0
223,1419,30,13731,112958029,data_1,3.0,2.0
223,1419,30,13731,115156596,data_1,4.0,3.0
223,1419,30,13731,122069410,data_1,19.0,18.0
223,1419,30,13731,122643206,data_1,8.0,7.0
223,1419,30,13731,122734198,data_1,3.0,2.0
223,1419,30,13731,122756825,data_1,5.0,4.0
223,1419,30,13731,122756868,data_1,6.0,5.0
223,1419,30,13731,122756973,data_1,13.0,11.0
223,1419,30,13731,123069082,data_1,2.0,1.0
223,1419,44,11141,116059101,data_1,8.0,7.0
223,1421,15,11072,114110940,data_1,2.0,1.0
223,1421,16,11134,101099669,data_1,28.0,29.0
223,1421,18,11740,119446449,data_1,36.0,32.0
223,1421,22,11002,106148025,data_1,21.0,19.0
223,1421,22,14366,101183135,data_1,6.0,3.0
223,1421,22,14366,108687071,data_1,10.0,8.0
223,1421,22,14366,116365547,data_1,6.0,5.0
223,1421,24,11137,108207193,data_1,1.0,4.0
223,1421,34,12238,103479109,data_1,86.0,84.0
223,1421,34,12238,105102544,data_1,84.0,81.0
223,1421,34,12948,116283397,data_1,67.0,77.0
223,1421,34,12959,105102625,data_1,21.0,20.0
223,1421,34,14790,122922609,data_1,21.0,19.0
223,1422,34,12917,102994223,data_1,165.0,121.0
223,1422,34,13051,102994274,data_1,336.0,309.0
223,1499,15,11072,108692512,data_1,2.0,1.0
223,1499,15,11072,114110754,data_1,83.0,81.0
223,1519,15,11072,108692512,data_1,9.0,10.0
223,1519,15,11072,114110754,data_1,10.0,9.0
223,1519,15,11072,114110940,data_1,22.0,21.0
223,1519,68,12464,111398986,data_1,3.0,2.0
223,1578,13,11259,119454289,data_1,15.0,14.0
223,1578,13,11259,119454427,data_1,3.0,1.0
223,1578,16,11134,101099669,data_1,18.0,20.0
223,1578,16,11134,101099687,data_1,24.0,25.0
223,1578,17,11064,103217263,data_1,14.0,11.0
223,1578,17,11064,104912674,data_1,6.0,4.0
223,1578,17,11064,104939270,data_1,9.0,8.0
223,1578,17,11064,112481674,data_1,12.0,11.0
223,1578,17,11064,116738521,data_1,9.0,12.0
223,1578,17,11064,120808283,data_1,24.0,27.0
223,1578,17,11064,120808291,data_1,16.0,17.0
223,1578,17,11064,122967567,data_1,7.0,6.0
223,1578,18,11740,119122548,data_1,14.0,16.0
223,1578,18,11740,119446449,data_1,101.0,80.0
223,1578,19,11253,101010411,data_1,8.0,11.0
223,1578,19,11253,101282911,data_1,7.0,12.0
223,1578,19,11253,109460469,data_1,6.0,5.0
223,1578,19,13732,109326617,data_1,2.0,1.0
223,1578,26,11069,115633491,data_1,11.0,14.0
223,1578,26,11516,103935093,data_1,7.0,8.0
223,1578,30,13731,101735504,data_1,6.0,5.0
223,1578,30,13731,109284566,data_1,5.0,4.0
223,1578,30,13731,109289010,data_1,5.0,4.0
223,1578,30,13731,109289329,data_1,5.0,7.0
223,1578,30,13731,115156599,data_1,8.0,7.0
223,1578,30,13731,121306799,data_1,4.0,3.0
223,1578,30,13731,122069410,data_1,4.0,8.0
223,1578,30,13731,122734198,data_1,5.0,4.0
223,1578,30,13731,122756868,data_1,4.0,6.0
223,1578,30,13731,122888624,data_1,3.0,2.0
223,1578,31,14041,109694012,data_1,4.0,2.0
223,1578,34,12948,116283397,data_1,25.0,18.0
223,1578,39,14789,122923977,data_1,21.0,23.0
223,1578,44,11141,116059101,data_1,8.0,13.0
223,1585,83,11019,114771602,data_1,4.0,3.0
223,1602,34,13051,102994274,data_1,14.0,6.0
223,1639,16,11134,101099669,data_1,114.0,108.0
223,1639,16,11134,101099687,data_1,375.0,372.0
223,1639,17,11064,116738521,data_1,30.0,27.0
223,1639,17,11064,120808283,data_1,55.0,49.0
223,1639,18,11740,119122548,data_1,27.0,24.0
223,1639,18,11740,119446449,data_1,558.0,549.0
223,1639,19,11253,101010411,data_1,72.0,69.0
223,1639,19,11253,101282911,data_1,12.0,6.0
223,1639,24,11137,108207193,data_1,15.0,12.0
223,1639,26,11069,115633491,data_1,21.0,18.0
223,1639,26,11516,103935093,data_1,3.0,2.0
223,1639,30,13731,109289329,data_1,12.0,9.0
223,1639,30,13731,122069410,data_1,138.0,132.0
223,1639,34,12948,116283397,data_1,810.0,790.0
223,1639,39,14789,122923977,data_1,153.0,151.0
223,1639,44,11141,116059101,data_1,15.0,9.0
227,969,13,11259,119460069,data_1,6.0,5.0
227,969,45,12111,101798296,data_1,113.0,108.0
227,969,68,12464,101950723,data_1,7.0,6.0
227,969,79,11025,119338656,data_1,9.0,5.0
227,969,83,11019,111418898,data_1,5.0,4.0
233,1472,22,11002,106148025,data_1,21.0,18.0
233,1501,15,11072,114110754,data_1,102.0,101.0
233,1501,15,11072,114110940,data_1,140.0,136.0
233,1501,16,11134,101099669,data_1,99.0,98.0
233,1501,16,11134,119203998,data_1,50.0,48.0
233,1501,16,11134,119204250,data_1,56.0,55.0
233,1501,18,11740,119122548,data_1,3.0,2.0
233,1501,18,11740,119122699,data_1,4.0,3.0
233,1501,18,11740,119446449,data_1,1221.0,1239.0
233,1501,19,11253,101282911,data_1,12.0,11.0
233,1501,19,13732,119672696,data_1,25.0,24.0
233,1501,21,12151,111199967,data_1,81.0,86.0
233,1501,21,14567,120590839,data_1,18.0,17.0
233,1501,24,11137,108207193,data_1,3.0,2.0
233,1501,26,11069,115633491,data_1,9.0,8.0
233,1501,30,13731,112957814,data_1,5.0,8.0
233,1501,30,13731,121302510,data_1,9.0,8.0
233,1501,30,13731,122069224,data_1,55.0,54.0
233,1501,30,13731,122069380,data_1,65.0,61.0
233,1501,30,13731,122734945,data_1,51.0,50.0
233,1501,30,13731,122756868,data_1,30.0,29.0
233,1501,30,13731,122996133,data_1,60.0,57.0
233,1501,30,13731,123069082,data_1,32.0,28.0
233,1501,39,14789,122923977,data_1,7.0,5.0
233,1501,44,11141,101067866,data_1,7.0,4.0
233,1501,44,11986,121662329,data_1,7.0,6.0
233,1522,13,11259,101856209,data_1,2.0,1.0
233,1522,13,11259,119454289,data_1,15.0,16.0
233,1522,13,11259,119459828,data_1,17.0,14.0
233,1522,13,11259,119558702,data_1,3.0,2.0
233,1523,15,11072,114110754,data_1,16.0,19.0
233,1523,16,11134,101099669,data_1,17.0,20.0
233,1523,16,11134,101099687,data_1,6.0,9.0
233,1523,16,11134,119203998,data_1,15.0,14.0
233,1523,18,11740,119122548,data_1,12.0,11.0
233,1523,18,11740,119446449,data_1,625.0,607.0
233,1523,19,11253,101010510,data_1,32.0,31.0
233,1523,19,13732,119672696,data_1,12.0,15.0
233,1523,21,14567,120590839,data_1,6.0,5.0
233,1523,21,14567,120603159,data_1,20.0,19.0
233,1523,31,14041,109694012,data_1,9.0,8.0
233,1546,15,11072,114110754,data_1,79.0,78.0
233,1546,15,11072,114110940,data_1,137.0,135.0
233,1546,15,11072,116609959,data_1,5.0,4.0
233,1546,16,11134,101099669,data_1,62.0,60.0
233,1546,16,11134,119204250,data_1,13.0,9.0
233,1546,18,11740,119446394,data_1,10.0,8.0
233,1546,18,11740,119446449,data_1,650.0,605.0
233,1546,19,11253,101010411,data_1,13.0,11.0
233,1546,19,11253,101010510,data_1,5.0,8.0
233,1546,19,13732,119672696,data_1,22.0,21.0
233,1546,21,12151,111199878,data_1,43.0,40.0
233,1546,21,12151,111199932,data_1,10.0,11.0
233,1546,21,12151,111199967,data_1,55.0,53.0
233,1546,21,14567,120590839,data_1,11.0,13.0
233,1546,21,14567,120603159,data_1,53.0,52.0
233,1546,21,14567,120603207,data_1,17.0,16.0
233,1546,25,11415,118710020,data_1,3.0,2.0
233,1546,30,13731,122069079,data_1,22.0,21.0
233,1546,30,13731,122069224,data_1,18.0,17.0
233,1546,30,13731,122069380,data_1,19.0,22.0
233,1546,30,13731,122069410,data_1,23.0,26.0
233,1546,30,13731,122643230,data_1,25.0,24.0
233,1546,30,13731,123069082,data_1,5.0,4.0
233,1546,31,14041,109693997,data_1,18.0,20.0
233,1546,39,14789,122924108,data_1,4.0,3.0
233,1548,15,11072,114110754,data_1,39.0,38.0
233,1548,16,11134,101099669,data_1,23.0,21.0
233,1548,16,11134,119204250,data_1,5.0,1.0
233,1548,18,11740,119446449,data_1,612.0,595.0
233,1548,19,11253,101282911,data_1,7.0,6.0
233,1548,19,13732,119672696,data_1,27.0,26.0
233,1548,21,12151,111199843,data_1,7.0,6.0
233,1548,21,12151,111199878,data_1,20.0,18.0
233,1548,21,12151,116446979,data_1,6.0,5.0
233,1548,27,14015,101369114,data_1,10.0,8.0
233,1550,15,11072,114110940,data_1,60.0,59.0
233,1550,16,11134,101099669,data_1,23.0,18.0
233,1550,16,11134,119204250,data_1,11.0,10.0
233,1550,18,11740,119446449,data_1,286.0,281.0
233,1550,19,11253,101010510,data_1,7.0,6.0
233,1550,39,14789,122923977,data_1,20.0,19.0
233,1552,15,11072,114110754,data_1,15.0,14.0
233,1552,18,11740,119446449,data_1,1175.0,1159.0
233,1552,19,11253,101282911,data_1,7.0,6.0
233,1552,21,12151,111199878,data_1,14.0,13.0
233,1552,31,14041,109694012,data_1,23.0,22.0
233,1567,13,11259,119454289,data_1,59.0,61.0
233,1567,13,11259,119459809,data_1,5.0,3.0
233,1567,13,11259,119459828,data_1,74.0,70.0
233,1567,13,11259,119459933,data_1,22.0,18.0
233,1567,13,11259,119558702,data_1,12.0,9.0
233,1567,15,11072,114110754,data_1,85.0,93.0
233,1567,15,11072,114110940,data_1,114.0,113.0
233,1567,16,11134,101099669,data_1,255.0,246.0
233,1567,16,11134,101099687,data_1,12.0,11.0
233,1567,16,11134,119203998,data_1,-23.0,-24.0
233,1567,16,11134,119204250,data_1,-25.0,-28.0
233,1567,18,11740,119122699,data_1,11.0,10.0
233,1567,18,11740,119446424,data_1,22.0,17.0
233,1567,18,11740,119446449,data_1,1789.0,1654.0
233,1567,19,11253,101010411,data_1,55.0,54.0
233,1567,19,11253,101282911,data_1,10.0,9.0
233,1567,19,11253,109452906,data_1,23.0,22.0
233,1567,19,11253,109861547,data_1,13.0,12.0
233,1567,19,13732,119672696,data_1,27.0,26.0
233,1567,21,12151,111199878,data_1,30.0,28.0
233,1567,21,12151,111199967,data_1,147.0,148.0
233,1567,21,12151,122607226,data_1,8.0,7.0
233,1567,21,14567,120590839,data_1,18.0,21.0
233,1567,21,14567,120601298,data_1,3.0,2.0
233,1567,21,14567,120603159,data_1,109.0,117.0
233,1567,21,14567,120603207,data_1,20.0,19.0
233,1567,22,11002,106148025,data_1,189.0,184.0
233,1567,26,11069,115633491,data_1,14.0,13.0
233,1567,27,12081,102112387,data_1,3.0,6.0
233,1567,27,14015,101369114,data_1,14.0,12.0
233,1567,30,13731,101826832,data_1,4.0,6.0
233,1567,30,13731,113238879,data_1,2.0,5.0
233,1567,30,13731,122069224,data_1,11.0,9.0
233,1567,30,13731,122756825,data_1,22.0,20.0
233,1567,30,13731,122756973,data_1,20.0,22.0
233,1567,30,13731,122996133,data_1,34.0,37.0
233,1567,30,13731,123069082,data_1,32.0,27.0
233,1567,39,14789,122923977,data_1,101.0,96.0
233,1567,44,11141,101067866,data_1,15.0,14.0
235,1055,15,11072,114110754,data_1,429.0,417.0
235,1055,15,11072,114110940,data_1,634.0,532.0
235,1055,16,11134,101099669,data_1,981.0,933.0
235,1055,17,11064,113523354,data_1,27.0,24.0
235,1055,17,11064,114048218,data_1,1041.0,1032.0
235,1055,17,11064,120042140,data_1,528.0,525.0
235,1055,17,11064,120806590,data_1,170.0,167.0
235,1055,17,11064,122131108,data_1,126.0,123.0
235,1055,17,11064,122967567,data_1,9.0,6.0
235,1055,18,11740,119446394,data_1,421.0,409.0
235,1055,18,11740,119446424,data_1,45.0,36.0
235,1055,18,11740,119446449,data_1,7946.0,5501.0
235,1055,19,11253,101010510,data_1,207.0,201.0
235,1055,19,11253,101282911,data_1,312.0,306.0
235,1055,19,11253,109452906,data_1,63.0,60.0
235,1055,19,13732,119672696,data_1,531.0,513.0
235,1055,21,12151,111199878,data_1,484.0,451.0
235,1055,21,12151,111199932,data_1,55.0,49.0
235,1055,21,12151,111199967,data_1,187.0,172.0
235,1055,21,14567,120590839,data_1,260.0,251.0
235,1055,21,14567,120603159,data_1,1895.0,1817.0
235,1055,26,11516,108096375,data_1,114.0,108.0
235,1055,27,12081,102112387,data_1,122.0,119.0
235,1055,27,14015,101369114,data_1,24.0,18.0
235,1055,30,13731,101114767,data_1,1130.0,1127.0
235,1055,30,13731,109289665,data_1,99.0,96.0
235,1055,30,13731,112957814,data_1,15.0,3.0
235,1055,30,13731,113238879,data_1,6.0,3.0
235,1055,30,13731,122069224,data_1,3357.0,3342.0
235,1055,30,13731,122069380,data_1,5692.0,5668.0
235,1055,30,13731,122069410,data_1,5502.0,5454.0
235,1055,30,13731,122734945,data_1,921.0,915.0
235,1055,30,13731,122756825,data_1,1157.0,1154.0
235,1055,30,13731,122756973,data_1,3131.0,3125.0
235,1055,30,13731,122996133,data_1,4671.0,4626.0
235,1055,31,14041,109693997,data_1,357.0,336.0
235,1055,44,11141,101067866,data_1,33.0,30.0
235,1055,51,15332,122550011,data_1,111.0,105.0
235,1171,15,11072,114110754,data_1,94.0,93.0
235,1171,15,11072,114110940,data_1,144.0,140.0
235,1171,16,11134,101099669,data_1,12.0,15.0
235,1171,16,11134,119204250,data_1,11.0,10.0
235,1171,17,11064,114048218,data_1,14.0,16.0
235,1171,17,11064,120042229,data_1,38.0,35.0
235,1171,17,11064,122131108,data_1,23.0,21.0
235,1171,18,11740,119122548,data_1,18.0,14.0
235,1171,18,11740,119122699,data_1,12.0,9.0
235,1171,18,11740,119446394,data_1,8.0,7.0
235,1171,18,11740,119446449,data_1,1830.0,1899.0
235,1171,19,11253,101282911,data_1,5.0,8.0
235,1171,19,13732,109326617,data_1,9.0,7.0
235,1171,19,13732,119672696,data_1,10.0,7.0
235,1171,21,14567,120590839,data_1,13.0,11.0
235,1171,21,14567,120601344,data_1,2.0,1.0
235,1171,21,14567,120603159,data_1,60.0,58.0
235,1171,24,11137,102775343,data_1,7.0,4.0
235,1171,24,12089,111671615,data_1,5.0,3.0
235,1171,30,13731,101114767,data_1,30.0,29.0
235,1171,30,13731,122069380,data_1,113.0,111.0
235,1171,30,13731,122069410,data_1,188.0,190.0
235,1171,30,13731,122734945,data_1,11.0,14.0
235,1171,30,13731,122996133,data_1,108.0,104.0
235,1171,30,13731,123069082,data_1,64.0,62.0
235,1171,31,14041,109693997,data_1,13.0,12.0
235,1171,39,14789,122923977,data_1,43.0,42.0
235,1175,15,11072,114110754,data_1,85.0,82.0
235,1175,15,11072,114110940,data_1,168.0,165.0
235,1175,16,11134,101099669,data_1,62.0,86.0
235,1175,16,11134,119204250,data_1,6.0,5.0
235,1175,17,11064,101793883,data_1,7.0,6.0
235,1175,17,11064,111721132,data_1,38.0,36.0
235,1175,17,11064,111721140,data_1,23.0,22.0
235,1175,17,11064,113523354,data_1,7.0,10.0
235,1175,17,11064,114048218,data_1,30.0,31.0
235,1175,17,11064,120042140,data_1,21.0,24.0
235,1175,17,11064,120042229,data_1,27.0,22.0
235,1175,17,11064,120806590,data_1,7.0,10.0
235,1175,17,11064,120808283,data_1,12.0,11.0
235,1175,17,11064,122131108,data_1,20.0,23.0
235,1175,17,11064,122967567,data_1,5.0,8.0
235,1175,18,11740,119446424,data_1,7.0,13.0
235,1175,18,11740,119446449,data_1,1984.0,2524.0
235,1175,18,11740,121425094,data_1,15.0,14.0
235,1175,19,11253,109452906,data_1,23.0,26.0
235,1175,19,13732,119672696,data_1,12.0,13.0
235,1175,21,12151,111199843,data_1,3.0,2.0
235,1175,21,12151,111199878,data_1,5.0,6.0
235,1175,21,12151,111199932,data_1,3.0,6.0
235,1175,21,12151,111199967,data_1,17.0,15.0
235,1175,21,12151,122607226,data_1,6.0,4.0
235,1175,21,14567,120590839,data_1,15.0,14.0
235,1175,21,14567,120601344,data_1,6.0,5.0
235,1175,24,11137,102775343,data_1,3.0,2.0
235,1175,26,11069,109355153,data_1,6.0,5.0
235,1175,26,11069,115633491,data_1,16.0,15.0
235,1175,26,11516,108096340,data_1,16.0,15.0
235,1175,27,14015,101369114,data_1,23.0,26.0
235,1175,30,13731,109284523,data_1,5.0,4.0
235,1175,30,13731,109289665,data_1,7.0,10.0
235,1175,30,13731,112957814,data_1,9.0,11.0
235,1175,30,13731,122069372,data_1,15.0,14.0
235,1175,30,13731,122069380,data_1,147.0,156.0
235,1175,30,13731,122069410,data_1,145.0,155.0
235,1175,30,13731,122643206,data_1,56.0,54.0
235,1175,30,13731,122643230,data_1,3.0,2.0
235,1175,30,13731,122734198,data_1,10.0,9.0
235,1175,30,13731,122756825,data_1,87.0,86.0
235,1175,30,13731,122996133,data_1,147.0,151.0
235,1175,30,13731,123069082,data_1,127.0,124.0
235,1175,31,14041,109693997,data_1,23.0,30.0
235,1175,39,14789,122923977,data_1,3.0,1.0
235,1205,18,11740,119446449,data_1,321.0,331.0
235,1205,22,11007,103563943,data_1,2.0,1.0
235,1279,18,11740,119446449,data_1,102.0,103.0
235,1343,13,11259,119459828,data_1,11.0,10.0
235,1356,16,11134,101099669,data_1,19.0,20.0
235,1356,18,11740,119122548,data_1,12.0,11.0
235,1356,18,11740,119446449,data_1,1627.0,1690.0
235,1356,18,11740,121425094,data_1,15.0,6.0
235,1356,19,11253,101010411,data_1,72.0,71.0
235,1356,19,11253,101010510,data_1,28.0,31.0
235,1356,19,11253,101282911,data_1,8.0,6.0
235,1356,19,11253,109452906,data_1,5.0,3.0
235,1356,27,11109,116777985,data_1,14.0,13.0
235,1356,30,13731,101114767,data_1,41.0,44.0
235,1356,30,13731,112957822,data_1,13.0,12.0
235,1356,30,13731,112958276,data_1,14.0,13.0
235,1356,30,13731,122069380,data_1,129.0,132.0
235,1356,30,13731,122069410,data_1,131.0,130.0
235,1356,30,13731,122734198,data_1,6.0,5.0
235,1356,30,13731,122734945,data_1,38.0,37.0
235,1356,30,13731,122996133,data_1,96.0,95.0
235,1356,30,13731,123069007,data_1,17.0,16.0
235,1356,30,13731,123069082,data_1,120.0,118.0
235,1356,32,11688,122635742,data_1,3.0,2.0
235,1356,39,14789,122923977,data_1,4.0,1.0
235,1356,44,11986,121662329,data_1,7.0,6.0
235,1356,44,11986,122305882,data_1,5.0,4.0
236,986,15,11072,114110754,data_1,11.0,14.0
236,986,15,11072,116609959,data_1,8.0,7.0
236,986,16,11134,101099669,data_1,27.0,25.0
236,986,16,11134,119204250,data_1,5.0,11.0
236,986,17,11064,120042229,data_1,67.0,66.0
236,986,17,11064,122661247,data_1,20.0,19.0
236,986,18,11740,119446449,data_1,220.0,553.0
236,986,19,11253,101010411,data_1,28.0,27.0
236,986,21,14567,122117075,data_1,3.0,2.0
236,986,26,11516,108096375,data_1,10.0,13.0
236,986,27,14015,101369114,data_1,7.0,9.0
236,986,30,13731,122069410,data_1,128.0,126.0
236,986,30,13731,123069082,data_1,12.0,9.0
236,986,32,13291,108601983,data_1,2.0,4.0
236,986,38,11090,102122307,data_1,24.0,22.0
236,986,39,14789,122923977,data_1,44.0,42.0
236,1011,22,11001,100012105,data_1,19.0,18.0
236,1011,22,11002,100016208,data_1,15.0,39.0
236,1011,22,11002,106148025,data_1,31.0,66.0
236,1011,22,11002,109602134,data_1,6.0,4.0
236,1011,22,11007,100012839,data_1,112.0,74.0
236,1011,22,11010,100074232,data_1,36.0,29.0
236,1011,22,11010,102179120,data_1,14.0,12.0
236,1011,22,11013,100012911,data_1,15.0,13.0
236,1011,22,11015,105046695,data_1,19.0,26.0
236,1011,22,11015,109774121,data_1,8.0,7.0
236,1011,22,11016,105336421,data_1,6.0,15.0
236,1011,22,11016,106139573,data_1,25.0,12.0
236,1011,22,11039,100012741,data_1,42.0,33.0
236,1011,22,11041,100016499,data_1,63.0,85.0
236,1011,22,11041,102973188,data_1,15.0,12.0
236,1011,22,11042,100012040,data_1,4.0,12.0
236,1011,22,11043,105306158,data_1,12.0,5.0
236,1011,22,11044,100013109,data_1,2.0,1.0
236,1011,22,11050,105088657,data_1,7.0,17.0
236,1011,22,11051,105000318,data_1,78.0,66.0
236,1011,22,11051,113140029,data_1,11.0,16.0
236,1011,22,11053,101693265,data_1,49.0,32.0
236,1011,22,11128,108044960,data_1,66.0,69.0
236,1011,22,12182,102291257,data_1,13.0,10.0
236,1011,22,12194,103192961,data_1,17.0,39.0
236,1011,22,12197,100012466,data_1,211.0,255.0
236,1011,22,12198,102091851,data_1,25.0,24.0
236,1011,22,12198,119943525,data_1,43.0,4.0
236,1011,22,12208,102411295,data_1,33.0,17.0
236,1011,22,12210,108181585,data_1,8.0,6.0
236,1011,22,12216,106139279,data_1,197.0,145.0
236,1011,22,12219,100016321,data_1,16.0,14.0
236,1011,22,12275,108683181,data_1,365.0,609.0
236,1011,22,12283,101065258,data_1,15.0,14.0
236,1011,22,12283,105076365,data_1,51.0,49.0
236,1011,22,12283,105323745,data_1,5.0,16.0
236,1011,22,12283,115417314,data_1,16.0,15.0
236,1011,22,12285,113079586,data_1,13.0,12.0
236,1011,22,12285,113079594,data_1,10.0,8.0
236,1011,22,13036,106140105,data_1,9.0,7.0
236,1011,22,13656,122652930,data_1,6.0,10.0
236,1011,22,13906,112235088,data_1,6.0,5.0
236,1011,22,14102,108687109,data_1,149.0,147.0
236,1011,22,14366,101183135,data_1,84.0,77.0
236,1011,22,14366,108687071,data_1,99.0,56.0
236,1011,22,14366,116365547,data_1,14.0,10.0
236,1011,22,14605,121250375,data_1,23.0,20.0
236,1011,22,14742,122555730,data_1,9.0,8.0
236,1011,22,15679,120800630,data_1,52.0,54.0
236,1011,22,16485,120807600,data_1,95.0,180.0
236,1011,23,12203,120257015,data_1,6.0,11.0
236,1011,23,12203,120257031,data_1,12.0,11.0
236,1011,23,12212,100073554,data_1,22.0,19.0
236,1011,23,14412,101860393,data_1,3.0,2.0
236,1011,23,14412,116885379,data_1,5.0,3.0
236,1011,23,14643,121968640,data_1,12.0,10.0
236,1011,23,14643,121968649,data_1,12.0,11.0
236,1011,23,14648,121773513,data_1,9.0,18.0
236,1011,23,14905,108673771,data_1,90.0,76.0
236,1011,23,15530,121765707,data_1,4.0,3.0
236,1011,23,15531,108988314,data_1,7.0,5.0
236,1011,23,15599,101884328,data_1,15.0,14.0
236,1011,23,15696,101870814,data_1,14.0,11.0
236,1011,23,15717,108684463,data_1,14.0,13.0
