pk_1,pk_2,pk_3,pk_4,pk_5,level_5,Data_source1_mismatch,Data_source_2_mismatch
196,10299,38,11299,102014458,data_2,875.23,812.71
196,10299,38,11299,102216808,data_2,5629.05,5382.31
196,10299,38,11299,102671157,data_2,1196.44,1052.25
196,10299,38,11299,116213763,data_2,1376.25,1284.5
196,10299,38,11299,121778493,data_2,859.34,1121.44
196,10299,38,11299,122189742,data_2,736.0,723.53
196,10299,38,14621,103311162,data_2,4077.81,4194.96
196,10299,41,13263,103310360,data_2,583.69,437.77
196,10299,51,15332,119716065,data_2,783.44,727.48
196,10299,81,11270,116235252,data_2,100.65,301.95
196,10300,19,11253,109580297,data_2,2183.39,1698.19
196,10300,19,11253,114173306,data_2,1253.46,835.62
196,10300,22,11007,100012024,data_2,1523.49,1439.87
196,10300,22,11007,100012839,data_2,4439.92,3854.44
196,10300,22,11010,100074232,data_2,1645.3,1989.64
196,10300,22,11013,100012911,data_2,1327.81,1222.99
196,10300,22,11015,105307383,data_2,1008.96,1267.88
196,10300,22,11016,105336421,data_2,788.2,766.31
196,10300,22,11016,106139573,data_2,1015.7,914.15
196,10300,22,11016,122297138,data_2,307.26,263.37
196,10300,22,11042,100012040,data_2,399.85,366.53
196,10300,22,11051,105000318,data_2,2601.0,2427.6
196,10300,22,11128,108044960,data_2,636.9,605.05
196,10300,22,12182,102291257,data_2,796.18,734.94
196,10300,22,12194,103192961,data_2,399.17,368.46
196,10300,22,12198,102091851,data_2,828.55,704.26
196,10300,22,12198,119943525,data_2,1121.93,1047.13
196,10300,22,12208,102411295,data_2,1008.74,945.7
196,10300,22,12210,108181585,data_2,815.84,1078.94
196,10300,22,12216,106139279,data_2,2205.23,2111.39
196,10300,22,12283,105076365,data_2,1005.35,972.92
196,10300,22,12283,105323745,data_2,499.37,428.03
196,10300,22,12283,115417314,data_2,358.31,322.48
196,10300,22,12283,116203296,data_2,581.19,516.61
196,10300,22,12283,122633685,data_2,570.89,535.21
196,10300,22,14605,121250375,data_2,4855.78,4407.58
196,10300,22,14605,121250413,data_2,1504.94,1429.69
196,10300,23,12268,108672953,data_2,270.0,702.0
196,10300,23,14412,116885540,data_2,803.39,602.55
196,10300,23,15599,101884328,data_2,293.43,251.51
196,10300,32,13291,104125621,data_2,389.92,346.6
196,10300,38,11090,102387726,data_2,548.07,498.25
196,10300,38,11299,121778493,data_2,181.27,166.16
196,10300,38,14621,103311162,data_2,652.5,635.56
196,10301,32,13291,108602114,data_2,346.61,303.28
196,10308,22,11007,100012024,data_2,307.26,256.06
196,10308,22,11007,100012839,data_2,4706.54,4805.1
196,10308,22,11010,100074232,data_2,1913.11,2219.21
196,10308,22,11013,100012911,data_2,534.81,483.06
196,10308,22,11015,105046695,data_2,145.39,116.31
196,10308,22,11015,105307383,data_2,414.0,388.12
196,10308,22,11016,106139573,data_2,365.67,345.35
196,10308,22,11039,102459387,data_2,739.85,733.83
196,10308,22,11041,100016499,data_2,590.28,565.68
196,10308,22,11051,105000318,data_2,2080.8,1618.4
196,10308,22,11051,113140029,data_2,933.59,855.79
196,10308,22,12182,102291257,data_2,793.65,732.6
196,10308,22,12194,103192961,data_2,370.39,246.91
196,10308,22,12208,102411295,data_2,409.56,346.56
196,10308,22,12216,106139279,data_2,469.2,422.28
196,10308,22,12283,105076365,data_2,356.69,291.83
196,10308,22,12283,115417314,data_2,213.93,106.95
196,10308,22,13036,106140105,data_2,300.45,240.36
196,10308,22,13656,122652930,data_2,321.07,256.86
196,10308,22,14605,121250375,data_2,746.83,522.79
196,10308,23,12272,103937134,data_2,618.93,412.61
196,10308,34,11045,101003507,data_2,1118.0,838.5
196,10308,34,11045,120399545,data_2,2962.7,2795.0
196,10308,34,12232,103391328,data_2,2600.13,2247.57
196,10308,34,12232,105026651,data_2,3040.83,2511.99
196,10308,34,12238,103479109,data_2,3000.18,6076.18
196,10308,34,12238,105102544,data_2,4626.46,4354.3
196,10308,34,12238,105321912,data_2,5493.13,5025.61
196,10308,34,12243,120748477,data_2,1983.64,1866.97
196,10308,34,12959,102699787,data_2,1274.56,1199.59
196,10308,34,14153,113104637,data_2,648.06,493.76
196,10308,34,14976,101237808,data_2,811.2,540.8
196,10310,23,13849,119453021,data_2,128.34,110.01
196,10310,32,13291,104125621,data_2,216.62,346.6
196,10310,34,12230,103502774,data_2,3092.25,3059.7
196,10310,34,12232,105026651,data_2,3128.97,2820.48
196,10310,34,12238,103479109,data_2,6404.19,6337.48
196,10319,22,11002,106148025,data_2,1740.81,1624.76
196,10319,22,11007,100012024,data_2,589.01,502.41
196,10319,22,11007,100012839,data_2,2476.8,2379.68
196,10319,22,11010,100074232,data_2,1109.69,1568.82
196,10319,22,11013,100012911,data_2,554.71,502.72
196,10319,22,11015,105046695,data_2,407.19,378.1
196,10319,22,11016,105336421,data_2,525.47,503.58
196,10319,22,11016,106139573,data_2,588.8,771.72
196,10319,22,11016,122297138,data_2,351.15,307.26
196,10319,22,11039,100012741,data_2,428.58,669.66
196,10319,22,11041,100016499,data_2,835.69,811.11
196,10319,22,11041,102973188,data_2,148.5,118.8
196,10319,22,11051,105000318,data_2,1849.6,1791.8
196,10319,22,11051,113140029,data_2,1633.78,1400.38
196,10319,22,12208,102411295,data_2,692.66,1039.84
196,10319,22,12283,105076365,data_2,843.3,713.58
196,10319,22,13656,122652930,data_2,834.69,706.27
196,10319,22,14605,121250375,data_2,1568.07,2092.92
196,10319,22,14685,122078541,data_2,668.5,573.0
196,10319,22,14742,122555730,data_2,509.1,424.25
196,10319,23,12203,100073600,data_2,1158.69,1053.35
196,10319,23,12268,108672953,data_2,432.0,324.0
196,10319,23,14412,101860393,data_2,297.52,198.34
196,10319,23,14412,116885379,data_2,505.06,413.24
196,10319,23,14412,116885540,data_2,414.74,1007.73
196,10319,23,14648,121773513,data_2,112.76,93.97
196,10319,23,15531,108988314,data_2,170.31,374.69
196,10319,32,13291,104125621,data_2,433.24,259.96
196,10319,38,11090,102387726,data_2,448.42,298.96
196,10319,38,11299,102216808,data_2,284.8,275.31
196,10319,38,11299,122189742,data_2,124.38,111.94
196,10319,38,14621,103311162,data_2,145.89,111.57
196,10320,22,11007,100012839,data_2,2583.94,2340.19
196,10320,22,11039,100012741,data_2,-53.54,107.14
196,10320,22,11039,102459387,data_2,120.31,114.29
196,10320,22,11051,105000318,data_2,173.4,57.8
196,10320,22,12208,102411295,data_2,62.86,157.39
196,10320,22,12283,105076365,data_2,64.62,161.94
196,10320,34,12232,105026651,data_2,1366.17,176.28
196,10320,34,12238,103479109,data_2,2029.25,1961.61
196,10320,34,12238,105102544,data_2,3221.77,3154.65
196,10320,34,12238,105321912,data_2,2103.75,1753.11
196,10322,15,11072,102266511,data_2,428.99,1072.47
196,10322,15,11072,114110940,data_2,6800.43,6538.87
196,10322,15,11072,116609959,data_2,1286.97,1072.47
196,10322,16,11134,101099653,data_2,401.59,334.66
196,10322,16,11134,101099669,data_2,870.07,803.14
196,10322,16,11134,101099695,data_2,602.37,535.44
196,10322,16,11134,119204250,data_2,1194.46,1094.92
196,10322,17,11064,103217263,data_2,2570.55,2372.82
196,10322,17,11064,111721140,data_2,3770.06,4060.07
196,10322,17,11064,112481674,data_2,2175.09,2570.55
196,10322,17,11064,113523273,data_2,1594.37,1195.77
196,10322,17,11064,113523354,data_2,2814.64,2533.18
196,10322,17,11064,114048218,data_2,125.63,314.08
196,10322,17,11064,120808305,data_2,511.86,409.49
196,10322,17,11064,122130845,data_2,479.23,319.49
196,10322,17,11064,122131108,data_2,2754.42,2524.88
196,10322,17,11064,122967567,data_2,986.44,1479.65
196,10322,18,11740,116432299,data_2,453.99,378.32
196,10322,18,11740,119122548,data_2,1474.02,1263.45
196,10322,18,11740,119446475,data_2,431.16,369.57
196,10322,19,11253,101010411,data_2,543.07,506.87
196,10322,19,11253,109580297,data_2,2425.8,4124.0
196,10322,19,11253,114173306,data_2,1880.22,2924.75
196,10322,21,12151,111199967,data_2,779.86,1561.17
196,10322,22,11001,100012105,data_2,1081.05,2263.87
196,10322,22,11002,106148025,data_2,3481.65,3133.47
196,10322,22,11002,109602134,data_2,2591.56,3541.7
196,10322,22,11003,101820058,data_2,2745.8,2353.54
196,10322,22,11003,102254669,data_2,4418.21,3829.11
196,10322,22,11007,100012024,data_2,1151.33,1079.89
196,10322,22,11007,100012839,data_2,24003.84,24351.4
196,10322,22,11007,103563943,data_2,9778.49,9289.57
196,10322,22,11010,100074186,data_2,16685.35,15350.53
196,10322,22,11010,100074232,data_2,11900.13,11708.86
196,10322,22,11010,102179120,data_2,549.29,480.63
196,10322,22,11010,103123382,data_2,3322.25,5878.27
196,10322,22,11013,100012911,data_2,1919.83,2175.43
196,10322,22,11015,105046695,data_2,814.38,1134.35
196,10322,22,11015,105307383,data_2,647.08,931.87
196,10322,22,11015,109774121,data_2,292.14,243.45
196,10322,22,11016,105336421,data_2,1050.92,831.99
196,10322,22,11016,106139573,data_2,2133.43,2052.17
196,10322,22,11016,122297138,data_2,614.52,570.63
196,10322,22,11039,100012741,data_2,1098.21,830.34
196,10322,22,11039,102459387,data_2,793.98,781.94
196,10322,22,11041,100016499,data_2,834.86,1080.12
196,10322,22,11042,100012040,data_2,800.53,767.17
196,10322,22,11051,105000318,data_2,7802.99,7918.59
196,10322,22,11051,113140029,data_2,4979.2,4590.2
196,10322,22,12182,102291257,data_2,1959.09,2324.96
196,10322,22,12194,103192961,data_2,799.86,738.34
196,10322,22,12198,102091851,data_2,911.42,1325.72
196,10322,22,12208,102411295,data_2,1008.07,1134.67
196,10322,22,12210,108181585,data_2,736.76,631.52
196,10322,22,12216,106139279,data_2,3988.3,5349.05
196,10322,22,12219,100016321,data_2,152.17,114.13
196,10322,22,12274,113110602,data_2,470.39,440.99
196,10322,22,12274,118731435,data_2,120.4,30.1
196,10322,22,12283,105076365,data_2,2140.26,2172.83
196,10322,22,12283,105323745,data_2,1176.64,1034.0
196,10322,22,12283,122633685,data_2,753.91,718.01
196,10322,22,12285,113079594,data_2,247.44,229.77
196,10322,22,13036,106140105,data_2,841.58,1021.94
196,10322,22,13656,122652930,data_2,3659.81,3595.6
196,10322,22,13906,112235088,data_2,183.66,153.05
196,10322,22,14742,122555730,data_2,1210.58,1124.11
196,10322,22,15770,118199407,data_2,426.96,440.26
196,10322,23,12203,100073600,data_2,4625.27,5043.53
196,10322,23,12203,120257031,data_2,3223.59,3821.78
196,10322,23,12268,108672953,data_2,648.01,540.01
196,10322,23,14412,101860359,data_2,1393.8,1045.34
196,10322,23,14412,101860393,data_2,394.83,296.13
196,10322,23,15536,101763951,data_2,211.94,169.55
196,10322,24,11045,102314141,data_2,1323.45,1555.31
196,10322,24,11045,102318368,data_2,641.19,427.45
196,10322,24,11070,102126310,data_2,967.55,774.03
196,10322,24,11070,104788679,data_2,164.7,82.34
196,10322,24,11137,101052652,data_2,2115.65,1939.35
196,10322,24,11137,103888133,data_2,2181.71,1333.24
196,10322,24,11137,111668444,data_2,1689.5,1942.94
196,10322,24,11789,122791256,data_2,903.57,752.97
196,10322,25,11132,104138677,data_2,1270.8,1089.26
196,10322,26,11069,109355145,data_2,199.82,299.72
196,10322,26,11069,109355153,data_2,149.86,49.96
196,10322,27,12040,116524270,data_2,627.21,522.67
196,10322,30,13731,101826840,data_2,523.22,475.65
196,10322,30,13731,112537589,data_2,80.13,200.34
196,10322,30,13731,112957792,data_2,237.82,380.51
196,10322,30,13731,112957822,data_2,475.65,380.51
196,10322,30,13731,115444028,data_2,380.51,332.95
196,10322,30,13731,121975930,data_2,210.37,180.32
196,10322,30,13731,122643230,data_2,66.77,33.38
196,10322,30,13731,122888632,data_2,60.11,30.05
196,10322,30,13731,122949216,data_2,237.82,380.51
196,10322,30,13731,123069007,data_2,166.93,133.54
196,10322,31,14041,109694012,data_2,3323.81,2848.97
196,10322,32,13291,104125621,data_2,2772.85,3076.1
196,10322,32,13291,108602114,data_2,2036.33,2209.59
196,10322,34,11045,101003507,data_2,5422.3,5142.8
196,10322,34,11045,120399545,data_2,2515.48,2291.88
196,10322,34,12222,113002099,data_2,2370.59,1986.17
196,10322,34,12232,103391328,data_2,308.49,2203.5
196,10322,34,12238,103479109,data_2,16932.28,16866.85
196,10322,34,12238,105102544,data_2,9656.7,8500.7
196,10322,34,12238,105321912,data_2,14141.8,18349.36
196,10322,34,12243,120748477,data_2,1439.07,1244.62
196,10322,34,13952,108017084,data_2,4629.84,4079.76
196,10322,34,13977,108661706,data_2,1333.8,1185.6
196,10322,34,14153,113104548,data_2,2098.48,1975.04
196,10322,34,14153,113104637,data_2,1512.14,740.64
196,10322,34,14309,116336814,data_2,3689.0,3146.5
196,10322,34,14790,122922609,data_2,2736.0,2280.0
196,10322,34,14976,101236008,data_2,1995.19,1791.59
196,10322,34,14976,101237808,data_2,4056.0,3109.6
196,10322,38,11083,102231619,data_2,1973.93,1920.59
196,10322,38,11090,102122293,data_2,397.32,340.56
196,10322,38,11090,102387726,data_2,2285.31,2185.95
196,10322,38,11299,102014458,data_2,251.33,594.81
196,10322,38,11299,102216808,data_2,3636.5,5041.53
196,10322,38,11299,102671157,data_2,1167.5,936.94
196,10322,38,11299,116213763,data_2,734.43,367.23
196,10322,38,11299,116377294,data_2,347.87,316.25
196,10322,38,11299,121778493,data_2,739.33,693.13
196,10322,38,11299,122189742,data_2,673.56,661.09
196,10322,38,14621,103311162,data_2,1550.92,1468.42
196,10322,41,13263,103310360,data_2,729.61,583.69
196,10322,44,11163,118605596,data_2,565.7,282.84
196,10322,44,11986,121662517,data_2,565.91,485.07
196,10322,51,15332,119716065,data_2,615.74,559.76
196,10322,51,15332,122550011,data_2,446.94,391.07
196,10322,81,11270,116235252,data_2,100.65,201.3
196,10333,38,11299,102216808,data_2,123.45,28.45
196,10334,22,11002,109602134,data_2,777.79,691.37
196,10334,22,11007,100012024,data_2,1113.88,1097.5
196,10334,22,11007,100012839,data_2,5135.09,6024.78
196,10334,22,11016,106139573,data_2,690.68,914.21
196,10334,22,11041,102973188,data_2,116.09,58.05
196,10334,22,11051,105000318,data_2,3294.6,3236.8
196,10334,22,12182,102291257,data_2,307.3,1040.25
196,10334,22,12216,106139279,data_2,1595.3,1548.38
196,10334,22,12283,105076365,data_2,1133.74,1101.35
196,10334,22,12283,105323745,data_2,461.43,425.94
196,10334,22,12283,115417314,data_2,679.57,643.8
196,10334,22,13036,106140105,data_2,300.07,600.7
196,10334,22,15770,118199407,data_2,226.79,213.45
196,10334,24,11137,101052652,data_2,528.91,176.31
196,10334,32,13291,104125621,data_2,606.55,563.22
196,10334,34,11045,101003507,data_2,2403.7,2347.8
196,10334,34,12232,105026651,data_2,925.47,528.84
196,10334,34,12238,103479109,data_2,6255.52,6121.0
196,10334,34,12238,105000032,data_2,1235.76,1170.72
196,10334,34,12238,105102544,data_2,5304.94,5237.79
196,10334,34,12238,105321912,data_2,4558.1,3973.75
196,10334,34,12243,120748477,data_2,1439.15,1361.35
196,10334,38,11299,102216808,data_2,379.7,313.27
196,10334,38,11299,102671157,data_2,677.51,663.09
196,10334,38,11299,116213763,data_2,403.28,384.95
196,10335,22,11002,109602134,data_2,1294.44,1208.14
196,10335,22,11007,100012024,data_2,268.31,238.5
196,10335,22,11007,100012839,data_2,848.96,1197.97
196,10335,22,12216,106139279,data_2,656.94,563.1
196,10335,34,11045,101003507,data_2,726.7,3547.45
196,10335,34,12230,103502774,data_2,1074.15,1041.6
196,10335,34,12238,103479109,data_2,3399.77,3263.77
196,10335,34,12238,105000032,data_2,2448.89,2312.85
196,10335,34,12238,105102544,data_2,4943.16,4198.35
196,10335,34,12243,120748477,data_2,1439.15,1361.35
196,10335,34,12959,102699787,data_2,906.8,831.23
196,10335,38,11299,102014458,data_2,191.33,159.44
196,10335,38,11299,121778493,data_2,214.0,198.71
215,972,17,11064,103217263,data_2,1676.2,1560.6
215,972,17,11064,111721140,data_2,1726.23,1644.03
215,972,17,11064,112481488,data_2,182.8,137.1
215,972,17,11064,120042229,data_2,5260.56,5178.36
215,972,18,11740,119122548,data_2,364.63,283.61
215,972,18,11740,119446449,data_2,3291.93,3273.12
215,972,19,11253,101282911,data_2,309.35,284.61
215,972,19,11253,109456855,data_2,74.4,65.1
215,972,19,11253,109861547,data_2,109.6,95.9
215,972,19,11253,114173306,data_2,434.7,418.6
215,972,26,11069,115633491,data_2,373.97,356.97
215,972,30,13731,101735496,data_2,96.7,85.96
215,972,30,13731,101735504,data_2,354.55,311.59
215,972,30,13731,101826832,data_2,280.87,267.5
215,972,30,13731,101826840,data_2,307.59,294.22
215,972,30,13731,109288731,data_2,22.66,7.56
215,972,30,13731,109826318,data_2,123.36,115.14
215,972,30,13731,112537589,data_2,32.23,21.49
215,972,30,13731,112957806,data_2,294.19,280.82
215,972,30,13731,112957822,data_2,387.87,374.5
215,972,30,13731,115444028,data_2,160.49,133.75
215,972,30,13731,119419069,data_2,543.96,536.4
215,972,30,13731,120007399,data_2,60.44,52.88
215,972,30,13731,120475389,data_2,15.11,7.55
215,972,30,13731,122069079,data_2,74.12,65.88
215,972,30,13731,122069159,data_2,1241.97,1233.75
215,972,30,13731,122069380,data_2,2146.71,2056.29
215,972,30,13731,122069410,data_2,1809.48,1768.38
215,972,30,13731,122089509,data_2,956.3,924.08
215,972,30,13731,122643206,data_2,271.43,254.97
215,972,30,13731,122734198,data_2,139.78,106.9
215,972,30,13731,122734228,data_2,32.98,8.23
215,972,30,13731,122734937,data_2,180.89,172.67
215,972,30,13731,122756868,data_2,172.73,131.58
215,972,30,13731,122756973,data_2,608.65,592.19
215,972,30,13731,122756981,data_2,32.86,-8.22
215,972,30,13731,122949216,data_2,320.99,307.62
215,972,30,13731,122996133,data_2,1192.62,1143.3
215,972,30,13731,122996230,data_2,131.58,106.92
215,972,30,13731,123068876,data_2,106.93,90.47
