pk_1,pk_2,pk_3,pk_4,pk_5,level_5,Data_source1_match,Data_source_2_match
182,1069,24,11137,111668444,data_1,5.0,5.0
182,1069,24,11179,102239247,data_1,2.0,2.0
182,1069,24,12089,111671615,data_1,3.0,3.0
182,1069,25,11415,118709464,data_1,2.0,2.0
182,1069,25,11415,118710020,data_1,8.0,8.0
182,1069,26,11069,109355145,data_1,3.0,3.0
182,1069,26,11069,109355153,data_1,3.0,3.0
182,1069,26,11069,109356915,data_1,6.0,6.0
182,1069,26,11069,115633491,data_1,15.0,15.0
182,1069,26,11069,119256943,data_1,11.0,11.0
182,1069,26,11516,103935093,data_1,19.0,19.0
182,1069,26,11516,108096375,data_1,19.0,19.0
182,1069,26,11516,108096383,data_1,2.0,2.0
182,1069,26,11516,121691320,data_1,4.0,4.0
182,1069,27,12081,102112387,data_1,16.0,16.0
182,1069,31,14041,109693997,data_1,11.0,11.0
182,1069,31,14041,109694012,data_1,22.0,22.0
182,1069,41,13263,103656968,data_1,2.0,2.0
182,1069,41,13263,103657085,data_1,6.0,6.0
182,1069,44,11163,101015699,data_1,4.0,4.0
182,1069,44,11163,101015725,data_1,3.0,3.0
182,1069,44,11163,112470583,data_1,4.0,4.0
182,1069,44,11163,118605596,data_1,5.0,5.0
182,1069,44,11163,122293213,data_1,4.0,4.0
182,1069,44,11163,122293248,data_1,4.0,4.0
182,1069,44,11986,121662329,data_1,6.0,6.0
182,1069,44,11986,122305882,data_1,7.0,7.0
182,1069,45,12111,101798312,data_1,26.0,26.0
182,1069,68,12464,101950517,data_1,2.0,2.0
182,1069,68,12464,101950657,data_1,4.0,4.0
182,1069,68,12464,101950723,data_1,6.0,6.0
182,1069,68,12464,111398739,data_1,2.0,2.0
182,1069,68,12464,111398986,data_1,8.0,8.0
182,1069,68,12464,122186751,data_1,1.0,1.0
182,1069,72,11159,115552203,data_1,3.0,3.0
182,1069,79,11025,101105898,data_1,4.0,4.0
182,1069,79,11025,119338583,data_1,4.0,4.0
182,1069,79,11025,119338656,data_1,3.0,3.0
182,1069,79,11025,122042919,data_1,3.0,3.0
182,1069,79,11025,122043020,data_1,2.0,2.0
182,1069,81,11270,116235252,data_1,3.0,3.0
182,1069,82,11023,102510056,data_1,-1.0,-1.0
182,1069,83,11019,111436109,data_1,1.0,1.0
182,1069,83,11019,114771602,data_1,1.0,1.0
182,1069,85,13594,101272193,data_1,3.0,3.0
182,1069,85,13594,101488401,data_1,1.0,1.0
182,1069,85,13594,101488757,data_1,2.0,2.0
182,1069,85,13594,113942187,data_1,1.0,1.0
182,1069,85,13594,113942241,data_1,1.0,1.0
182,1069,85,13594,113942314,data_1,3.0,3.0
182,1069,85,13594,113942470,data_1,5.0,5.0
182,1069,85,13594,113942559,data_1,5.0,5.0
182,1069,85,13594,113942683,data_1,3.0,3.0
182,1069,85,13594,113942819,data_1,6.0,6.0
182,1069,85,13594,115030304,data_1,1.0,1.0
182,1069,85,13594,115030379,data_1,5.0,5.0
182,1069,85,13594,115030409,data_1,1.0,1.0
182,1069,85,13594,115767959,data_1,3.0,3.0
182,1069,85,13594,115995113,data_1,1.0,1.0
182,1069,85,13594,116423806,data_1,1.0,1.0
182,1069,85,13594,122226974,data_1,1.0,1.0
182,1069,85,13594,122426043,data_1,1.0,1.0
182,1069,91,12120,101571925,data_1,1.0,1.0
182,1069,91,12120,101571933,data_1,2.0,2.0
182,1069,91,12120,101793834,data_1,1.0,1.0
182,1069,91,12120,101793842,data_1,1.0,1.0
182,1869,15,11072,109366015,data_1,6.0,6.0
182,1869,15,11072,114110940,data_1,15.0,15.0
182,1869,16,11134,101099653,data_1,6.0,6.0
182,1869,16,11134,101099669,data_1,111.0,111.0
182,1869,16,11134,101099687,data_1,12.0,12.0
182,1869,16,11134,101892818,data_1,2.0,2.0
182,1869,16,11134,104149997,data_1,6.0,6.0
182,1869,16,11134,119203998,data_1,6.0,6.0
182,1869,17,11064,101129666,data_1,6.0,6.0
182,1869,17,11064,101477313,data_1,12.0,12.0
182,1869,17,11064,101572543,data_1,16.0,16.0
182,1869,17,11064,111721132,data_1,69.0,69.0
182,1869,17,11064,113523273,data_1,6.0,6.0
182,1869,17,11064,113523354,data_1,3.0,3.0
182,1869,17,11064,114048218,data_1,30.0,30.0
182,1869,17,11064,115459521,data_1,5.0,5.0
182,1869,17,11064,116321558,data_1,3.0,3.0
182,1869,17,11064,116738521,data_1,15.0,15.0
182,1869,17,11064,116738572,data_1,15.0,15.0
182,1869,17,11064,120042140,data_1,45.0,45.0
182,1869,17,11064,120042229,data_1,9.0,9.0
182,1869,17,11064,120808291,data_1,18.0,18.0
182,1869,17,11064,122130845,data_1,24.0,24.0
182,1869,17,11064,122131108,data_1,9.0,9.0
182,1869,17,11064,122497119,data_1,9.0,9.0
182,1869,17,11064,122632139,data_1,12.0,12.0
182,1869,17,11064,122659706,data_1,11.0,11.0
182,1869,17,11064,122661247,data_1,20.0,20.0
182,1869,18,11740,119122548,data_1,3.0,3.0
182,1869,18,11740,119446424,data_1,9.0,9.0
182,1869,18,11740,121425116,data_1,3.0,3.0
182,1869,18,11740,121776075,data_1,8.0,8.0
182,1869,19,11253,101005585,data_1,3.0,3.0
182,1869,19,11253,101005627,data_1,3.0,3.0
182,1869,19,11253,101005635,data_1,3.0,3.0
182,1869,19,11253,109452191,data_1,15.0,15.0
182,1869,19,11253,109452205,data_1,9.0,9.0
182,1869,19,11253,109456855,data_1,6.0,6.0
182,1869,19,11253,109459072,data_1,3.0,3.0
182,1869,19,11253,109460488,data_1,3.0,3.0
182,1869,19,11253,109460499,data_1,3.0,3.0
182,1869,19,11253,109460518,data_1,6.0,6.0
182,1869,19,11253,109460550,data_1,12.0,12.0
182,1869,19,11253,109460755,data_1,9.0,9.0
182,1869,19,11253,109531822,data_1,3.0,3.0
182,1869,19,11253,109580246,data_1,9.0,9.0
182,1869,19,11253,109580297,data_1,9.0,9.0
182,1869,19,11253,109861547,data_1,15.0,15.0
182,1869,19,11253,113159609,data_1,3.0,3.0
182,1869,19,11253,114173160,data_1,2.0,2.0
182,1869,19,11253,120586799,data_1,6.0,6.0
182,1869,19,11253,122693963,data_1,6.0,6.0
182,1869,19,11253,122693979,data_1,9.0,9.0
182,1869,21,12151,111199878,data_1,28.0,28.0
182,1869,21,12151,116446979,data_1,3.0,3.0
182,1869,21,14567,120590839,data_1,57.0,57.0
182,1869,21,14567,120601344,data_1,6.0,6.0
182,1869,21,14567,120601395,data_1,12.0,12.0
182,1869,21,14567,120602987,data_1,3.0,3.0
182,1869,21,14567,120603207,data_1,10.0,10.0
182,1869,21,14567,120603320,data_1,2.0,2.0
182,1869,21,14567,120603329,data_1,3.0,3.0
182,1869,21,14567,120603428,data_1,3.0,3.0
182,1869,21,14567,120611259,data_1,6.0,6.0
182,1869,21,14567,122968129,data_1,5.0,5.0
182,1869,23,14412,116885379,data_1,6.0,6.0
182,1869,24,11019,120101198,data_1,3.0,3.0
182,1869,24,11137,102775068,data_1,3.0,3.0
